# Program:featureCounts v2.0.6; Command:"featureCounts" "-t" "exon" "-g" "gene_id" "-a" "data/afum_ann.gff" "-o" "feature_counts/control_3/control_3_counts.txt" "star_align/control_3/Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	star_align/control_3/Aligned.sortedByCoord.out.bam
Afu7g05220	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1232048;1232665;1232887;1234214	1232598;1232827;1234089;1234390	-;-;-;-	2094	3208
Afu5g04160	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	1105009;1105397;1106463	1105326;1106395;1106759	+;+;+	1614	1414
Afu3g13340	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	3535419;3535651;3535831;3536171	3535580;3535770;3536074;3536253	-;-;-;-	609	115
Afu8g04830	Chr8_A_fumigatus_Af293	1110637	1111878	-	1242	275
Afu6g11230	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	2781206;2783041	2782965;2783158	-;-	1878	347
Afu6g08120	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	1882251;1883547;1884075	1883434;1884000;1886758	+;+;+	4322	852
Afu5g08930	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	2292255;2292733;2293076;2293378;2293527;2293692	2292666;2293010;2293311;2293472;2293614;2293971	-;-;-;-;-;-	1389	376
Afu5g09940	Chr5_A_fumigatus_Af293	2568136	2569680	+	1545	122
Afu1g11240	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	2965687;2965856	2965781;2965946	+;+	186	0
Afu1g15700	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	4241777;4243012;4243274	4242960;4243222;4245071	+;+;+	3193	264
Afu4g06490	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	1661540;1661744;1664131	1661707;1664079;1664377	-;-;-	2751	246
Afu6g08080	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	1872554;1872991;1873121	1872927;1873055;1874882	-;-;-	2201	231
Afu5g07870	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	1972982;1974386	1974324;1975047	-;-	2005	192
Afu6g10340	Chr6_A_fumigatus_Af293	2554776	2556800	+	2025	288
Afu2g06190	Chr2_A_fumigatus_Af293	1759842	1762130	-	2289	408
Afu7g08270	Chr7_A_fumigatus_Af293	1859211	1859522	-	312	0
Afu4g14410	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3813124;3813461	3813346;3814008	+;+	771	54
Afu2g10990	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	2823964;2824084;2824241;2824712	2824003;2824162;2824649;2826541	+;+;+;+	2358	756
Afu1g09030	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	2341178;2341710;2341829;2342079	2341610;2341761;2341916;2342225	+;+;+;+	720	21730
Afu5tF(GAA)4	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	3169779;3169830	3169814;3169866	-;-	73	1
Afu7g04765	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1103873;1105694	1105626;1106148	-;-	2209	102
Afu5g12480	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	3232203;3233170	3233035;3233375	-;-	1039	130
Afu2g00390	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	78913;79557;79675	79509;79622;80669	-;-;-	1658	11
Afu6g04600	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	1067199;1068891	1068811;1070680	-;-	3403	462
Afu2g11540	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	2973461;2974384	2974321;2974560	-;-	1038	1540
Afu6g00230	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	70842;71030;71494	70973;71440;72118	+;+;+	1168	143
Afu2g04270	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1181277;1181419;1181701	1181345;1181617;1181897	+;+;+	465	1168
Afu3g10930	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	2844277;2845374;2845934;2846511	2845279;2845883;2846150;2846696	-;-;-;-	1916	1321
Afu2g13040	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	3346582;3346674;3347189	3346614;3347102;3347575	-;-;-	849	1433
Afu2g18020	Chr2_A_fumigatus_Af293	4788753	4790237	+	1485	3
Afu1g11410	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3004295;3004695	3004618;3005654	+;+	1284	177
Afu1g01680	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	520194;520328	520260;521400	+;+	1140	433
Afu1g16710	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	4549503;4550937	4550870;4552608	-;-	3040	2954
Afu3g13310	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	3532029;3533336	3533267;3533477	-;-	1381	1198
Afu4g12800	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3358935;3359782	3359725;3359833	-;-	843	187
Afu2g08030	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	2057636;2058037;2058255	2057921;2058134;2058365	+;+;+	495	4
Afu3g14245	Chr3_A_fumigatus_Af293	3785105	3785214	+	110	21
Afu5g00155	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	19084;19707;20254;20604;21280	19392;20198;20558;21232;21497	-;-;-;-;-	1953	4
Afu6g03350	Chr6_A_fumigatus_Af293	712946	714006	+	1061	352
Afu6g07100	Chr6_A_fumigatus_Af293	1594496	1596193	+	1698	332
Afu3g08890	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	2274188;2274513	2274478;2274779	-;-	558	56
Afu5g03750	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	1007788;1008086;1008228	1008009;1008171;1008681	-;-;-	762	923
Afu2g04950	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1359767;1360127	1360042;1360999	+;+	1149	91
Afu1g16375	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	4443035;4444515	4444349;4445995	-;-	2796	383
Afu3g12280	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	3238311;3238451;3238659;3238800;3238958;3239142;3239298;3239409	3238385;3238600;3238744;3238905;3239091;3239195;3239334;3239576	-;-;-;-;-;-;-;-	810	375
Afu4g13090	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3430713;3430914;3431279;3431933	3430858;3431225;3431870;3432523	+;+;+;+	1641	94
Afu3g02370	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	583873;584606;585043;585423	584557;584976;585356;585636	-;-;-;-	1584	848
Afu1g05450	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	1561365;1561576;1561778	1561519;1561678;1562077	-;-;-	558	426
Afu5g09970	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	2574052;2574864	2574806;2575929	+;+	1821	2514
Afu6g08320	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	1946909;1947404;1948623	1947343;1947883;1949120	-;-;-	1413	520
Afu2g14100	Chr2_A_fumigatus_Af293	3685881	3687536	-	1656	263
Afu2g10690	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	2734763;2735741;2735967;2736175	2735660;2735908;2736109;2737849	+;+;+;+	2884	1034
Afu1g02130	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	629243;630298;631528;631749	630243;631465;631692;631922	-;-;-;-	2508	1310
Afu2g10820	Chr2_A_fumigatus_Af293	2776876	2780496	+	3621	346
Afu4g01120	Chr4_A_fumigatus_Af293	301995	302852	-	858	26
Afu3g10480	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	2711771;2712055;2712278;2712384;2712591;2713437	2712002;2712200;2712328;2712531;2713382;2713911	+;+;+;+;+;+	1844	2837
Afu3tA(AGC)7	Chr3_A_fumigatus_Af293	289692	289763	-	72	1
Afu1g05520	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	1576957;1577751	1577685;1578726	+;+	1705	948
Afu1g01970	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	584790;587284;587422;587970	587219;587363;587907;588649	+;+;+;+	3676	497
Afu2g01890	Chr2_A_fumigatus_Af293	471402	472175	-	774	1236
Afu2g01500	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	354348;358067;358992	358016;358931;359293	-;-;-	4836	179
Afu1g10375	Chr1_A_fumigatus_Af293	2675372	2675395	+	24	20
Afu3g10200	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	2633613;2634210;2634589	2634073;2634532;2635616	+;+;+	1812	221
Afu6g12460	Chr6_A_fumigatus_Af293	3149410	3150291	-	882	251
Afu5g08900	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	2284725;2284966;2285468;2285600	2284905;2285391;2285537;2286885	-;-;-;-	1963	1062
Afu6g08000	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	1853360;1853930;1854822;1854926;1855402	1853880;1854763;1854869;1855340;1855526	+;+;+;+;+	1943	110
Afu4g01280	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	336211;336882	336820;337972	+;+	1701	78
Afu1g03570	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	1031446;1031867;1031992	1031816;1031931;1033247	+;+;+	1692	13
Afu2g04930	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1356339;1356621	1356525;1357111	+;+	678	626
Afu8g01585	Chr8_A_fumigatus_Af293	407428	407543	+	116	1
Afu6g04180	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	937434;938045	937990;938803	+;+	1316	315
Afu3g08870	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	2269305;2269786;2271032	2269723;2270969;2271359	-;-;-	1931	210
Afu2g04990	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1371088;1371218	1371153;1372783	-;-	1632	43
Afu6g07280	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	1636700;1638755;1638853;1640307	1638679;1638785;1640250;1640848	+;+;+;+	3951	1185
Afu1g08940	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	2319520;2320931;2321360	2320869;2321291;2321966	-;-;-	2318	859
Afu6g00555	Chr6_A_fumigatus_Af293	138701	139265	-	565	42
Afu4g00610	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	166314;166581	166520;168179	+;+	1806	210
Afu1g17210	Chr1_A_fumigatus_Af293	4704491	4705507	-	1017	0
Afu1g07740	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	2184498;2184802;2185016;2185780;2185939;2186050	2184749;2184964;2185721;2185876;2185975;2186285	-;-;-;-;-;-	1491	739
Afu6g11455	Chr6_A_fumigatus_Af293	2847003	2847302	+	300	0
Afu7g06100	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1498364;1498798	1498741;1499163	-;-	744	163
Afu2g13810	Chr2_A_fumigatus_Af293	3596114	3597184	+	1071	83
Afu1g05810	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	1678104;1679581;1679791	1679521;1679737;1681462	-;-;-	3247	648
Afu1g06260	Chr1_A_fumigatus_Af293	1801212	1803077	+	1866	193
Afu1g09880	Chr1_A_fumigatus_Af293	2560943	2562130	-	1188	171
Afu2g02890	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	748081;748289	748227;749182	+;+	1041	369
Afu5g10740	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	2747125;2747252;2747772	2747192;2747684;2747943	-;-;-	673	1168
Afu4g09000	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2335325;2335635	2335566;2336390	-;-	998	1402
Afu2g01660	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	399283;399560;399976;400131;400961;401492	399462;399910;400058;400902;401434;402357	+;+;+;+;+;+	2726	3332
Afu5g01720	Chr5_A_fumigatus_Af293	432838	433223	+	386	0
Afu8g03970	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	845021;845628;845998;846505;847119;847471;847874;848516;848621;849058;849628	845535;845939;846455;847058;847400;847812;848398;848560;848988;849384;850323	-;-;-;-;-;-;-;-;-;-;-	4424	1613
Afu4g12880	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3370923;3371369;3371926;3372027	3371310;3371824;3371967;3372270	-;-;-;-	1130	754
Afu5g12900	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	3383154;3384555;3386614	3384502;3386548;3386795	-;-;-	3525	439
Afu8g05120	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	1191567;1192668	1192610;1193329	+;+	1706	74
Afu5g12250	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	3179873;3179968;3180409;3180574;3181471;3181613;3181924;3182206	3179879;3180336;3180506;3181416;3181560;3181859;3182155;3182846	+;+;+;+;+;+;+;+	2527	1608
Afu3g09460	Chr3_A_fumigatus_Af293	2410165	2411124	+	960	5
Afu4g10960	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2860014;2860180;2860569;2860704	2860121;2860495;2860630;2860799	+;+;+;+	582	62
Afu4g09060	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2354515;2356672	2356613;2357245	-;-	2673	3004
Afu6g13030	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	3283952;3284135;3287007	3284080;3286894;3287852	-;-;-	3735	1247
Afu3g08610	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	2204501;2204797;2205202;2205652;2205731	2204719;2205146;2205588;2205669;2206325	-;-;-;-;-	1569	881
Afu5g02140	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	541877;542170;542889;543202;543467;545860;547158	542120;542837;543148;543411;545795;547065;547180	-;-;-;-;-;-;-	4940	845
Afu8g06580	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	1594483;1595339;1595765;1595981;1596136	1595294;1595716;1595961;1596084;1596306	-;-;-;-;-	1662	3
Afu5g11840	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	3052952;3053356;3053462;3055325;3055726;3057127	3053298;3053404;3055261;3055620;3057067;3058536	+;+;+;+;+;+	5244	1321
Afu6g14500	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	3687108;3687368;3687633;3687939;3688260;3688616;3688892	3687318;3687586;3687894;3688208;3688567;3688846;3689007	+;+;+;+;+;+;+	1617	31
Afu6g00550	Chr6_A_fumigatus_Af293	137231	138358	+	1128	33
Afu4g11640	Chr4_A_fumigatus_Af293	3075244	3079160	+	3917	414
Afu6g13770	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	3518279;3518590;3518814;3519364;3519902	3518536;3518757;3519313;3519846;3520832	+;+;+;+;+	2340	165
Afu3g09400	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	2380210;2380734;2381019;2381339;2381570	2380681;2380942;2381281;2381517;2381644	-;-;-;-;-	1198	1
Afu5g06970	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	1724721;1725042;1725625;1726003	1724981;1725561;1725923;1726878	-;-;-;-	1956	1682
Afu3g11570	Chr3_A_fumigatus_Af293	3038660	3041745	-	3086	174
Afu3g06080	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	1496154;1499195;1500229	1499122;1500155;1501841	+;+;+	5543	1635
Afu4g04530	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	1277168;1277811;1277970;1278194;1278266;1278569	1277753;1277905;1278121;1278201;1278490;1279122	-;-;-;-;-;-	1620	108
Afu1g07510	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	2115819;2116916;2117442;2118227;2118484;2118912	2116800;2117374;2118160;2118422;2118855;2119241	+;+;+;+;+;+	3058	570
Afu1g17030	Chr1_A_fumigatus_Af293	4645967	4647400	+	1434	246
Afu6g08800	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	2085875;2087079	2086990;2087541	-;-	1579	209
Afu2g12250	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	3154108;3154342;3155029	3154282;3154964;3155115	-;-;-	885	302
Afu2g04960	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1361313;1361905;1362037;1365740	1361851;1361983;1365680;1366326	-;-;-;-	4849	514
Afu3g02470	Chr3_A_fumigatus_Af293	621583	623763	-	2181	17
Afu3g00500	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	109670;110023;110204	109965;110148;110366	+;+;+	585	5312
Afu3g06960	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	1741543;1742630;1742747;1742887	1742522;1742677;1742814;1742990	-;-;-;-	1200	9160
Afu5g10070	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	2593450;2594005;2594691	2593954;2594640;2595835	+;+;+	2286	1
Afu6g13400	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	3409120;3409422;3409598	3409316;3409536;3409762	-;-;-	477	257
Afu7g04660	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1072282;1072732;1073300;1073481	1072661;1073244;1073425;1074250	+;+;+;+	1789	503
Afu1g11390	Chr1_A_fumigatus_Af293	3000635	3002290	+	1656	946
Afu5g10270	Chr5_A_fumigatus_Af293	2631019	2631624	+	606	1213
Afu1g01760	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	541112;541580	541514;542746	-;-	1570	1086
Afu7tV(AAC)2	Chr7_A_fumigatus_Af293	103767	103840	+	74	4
Afu6g03850	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	845432;845805;846149	845753;846090;847806	+;+;+	2266	791
Afu1g05640	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	1617622;1619648;1620218	1619589;1620136;1620515	-;-;-	2755	648
Afu1g16745	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	4566583;4567540;4569667	4567262;4569615;4570267	+;+;+	3357	840
Afu5g08840	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	2268504;2270172;2270497;2271002	2270120;2270428;2270781;2272010	-;-;-;-	3168	958
Afu1g03520	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	1016401;1017923	1017859;1018140	+;+	1677	1
Afu5g06000	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	1417813;1418736;1421009;1422687;1422845	1418676;1420713;1422624;1422767;1424029	+;+;+;+;+	5724	818
Afu2g17450	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	4656630;4656855	4656804;4657448	+;+	769	6
Afu3tI(AAU)4	Chr3_A_fumigatus_Af293	2791977	2792050	-	74	1
Afu1g15090	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	4053794;4054946;4055347;4055571;4055702;4055813	4054890;4055295;4055514;4055640;4055736;4056147	-;-;-;-;-;-	2055	358
Afu4g13350	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3499992;3500375;3500539;3500731	3500311;3500458;3500667;3500797	-;-;-;-	600	380
Afu4g07740	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2023797;2024247;2024335;2024474;2025061	2024175;2024257;2024406;2025002;2025535	+;+;+;+;+	1466	1517
Afu2g05950	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1670845;1671402;1671565;1671720	1671342;1671508;1671660;1671953	-;-;-;-	935	2503
Afu4g06700	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	1734334;1734965;1735183	1734881;1735113;1735654	-;-;-	1169	2219
Afu4g06620	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	1711767;1712450	1712388;1714021	+;+	2194	9618
Afu1g01940	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	573010;573269	573213;574947	+;+	1883	318
Afu1g12810	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3384585;3384984;3385242;3385476	3384928;3385176;3385387;3385771	-;-;-;-	979	229
Afu2g01460	Chr2_A_fumigatus_Af293	349673	350635	-	963	400
Afu6g13790	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	3524489;3524670;3524901;3525483;3525793;3525912;3526213;3526279	3524622;3524839;3525434;3525746;3525861;3526161;3526226;3526529	-;-;-;-;-;-;-;-	1686	1224
Afu3g11450	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	3003038;3004223;3004726	3004163;3004598;3004768	+;+;+	1545	370
Afu6g02210	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	386417;386769;387448	386676;387380;388438	+;+;+	1863	223
Afu8g01670	Chr8_A_fumigatus_Af293	439266	441545	-	2280	1823
Afu5g00740	Chr5_A_fumigatus_Af293	208770	208994	-	225	9
Afu2g01580	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	377463;378035;379087;379385	377986;379028;379323;380549	+;+;+;+	2920	93
Afu5g04180	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	1110669;1112534;1113044	1112479;1112968;1114089	-;-;-	3292	3294
Afu8g00330	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	62510;65545	62952;65974	+;+	873	0
Afu2g12930	Chr2_A_fumigatus_Af293	3317045	3318175	+	1131	565
Afu1g04100	Chr1_A_fumigatus_Af293	1166995	1167609	+	615	159
